Year,Location #,Location Name,AM/PM,Movement,Bike,Ped
2016,39,Somerville Ave and Medford St,AM,3,142,34
2016,39,Somerville Ave and Medford St,AM,4,5,4
2016,1,Webster Ave & Prospect St,PM,1,15,29
2016,1,Webster Ave & Prospect St,PM,2,22,63
2016,1,Webster Ave & Prospect St,PM,3,16,19
2016,1,Webster Ave & Prospect St,PM,4,110,59
2016,2,Washington St & Somerville Ave,PM,1,32,109
2016,2,Washington St & Somerville Ave,PM,2,92,249
2016,2,Washington St & Somerville Ave,PM,3,17,20
2016,2,Washington St & Somerville Ave,PM,4,22,15
2016,3,Somerville Ave & Prospect St,PM,1,112,92
2016,3,Somerville Ave & Prospect St,PM,2,34,84
2016,3,Somerville Ave & Prospect St,PM,3,4,32
2016,3,Somerville Ave & Prospect St,PM,4,80,82
2016,4,Somerville Ave & Elm St,PM,1,,
2016,4,Somerville Ave & Elm St,PM,2,,
2016,4,Somerville Ave & Elm St,PM,3,,
2016,4,Somerville Ave & Elm St,PM,4,,
2016,5,Medford St & Broadway,PM,1,3,39
2016,5,Medford St & Broadway,PM,2,2,15
2016,5,Medford St & Broadway,PM,3,15,24
2016,5,Medford St & Broadway,PM,4,3,29
2016,6,Willow Ave & Elm St,PM,1,2,38
2016,6,Willow Ave & Elm St,PM,2,160,41
2016,6,Willow Ave & Elm St,PM,3,240,162
2016,6,Willow Ave & Elm St,PM,4,62,85
2016,7,Community Path & Grove St,PM,1,,
2016,7,Community Path & Grove St,PM,2,,
2016,7,Community Path & Grove St,PM,3,,
2016,7,Community Path & Grove St,PM,4,,
2016,8,Community Path & Cedar St,PM,1,,
2016,8,Community Path & Cedar St,PM,2,,
2016,8,Community Path & Cedar St,PM,3,,
2016,8,Community Path & Cedar St,PM,4,,
2016,9,Community Path & Buena Vista Rd,PM,1,,
2016,9,Community Path & Buena Vista Rd,PM,2,,
2016,9,Community Path & Buena Vista Rd,PM,3,,
2016,9,Community Path & Buena Vista Rd,PM,4,,
2016,10,College Ave & Powder House Circle,PM,1,15,75
2016,10,College Ave & Powder House Circle,PM,2,14,61
2016,10,College Ave & Powder House Circle,PM,3,19,81
2016,10,College Ave & Powder House Circle,PM,4,3,66
2016,11,Holland St & Cameron Ave,PM,1,28,56
2016,11,Holland St & Cameron Ave,PM,2,43,44
2016,11,Holland St & Cameron Ave,PM,3,56,200
2016,11,Holland St & Cameron Ave,PM,4,99,426
2016,12,Broadway & McGrath Hwy,PM,1,4,12
2016,12,Broadway & McGrath Hwy,PM,2,5,16
2016,12,Broadway & McGrath Hwy,PM,3,7,39
2016,12,Broadway & McGrath Hwy,PM,4,21,73
2016,13,Somerville Ave & Beacon St,PM,1,,
2016,13,Somerville Ave & Beacon St,PM,2,,
2016,13,Somerville Ave & Beacon St,PM,3,,
2016,13,Somerville Ave & Beacon St,PM,4,,
2016,14,Concord Ave & Beacon St,PM,1,3,22
2016,14,Concord Ave & Beacon St,PM,2,8,32
2016,14,Concord Ave & Beacon St,PM,3,171,120
2016,14,Concord Ave & Beacon St,PM,4,23,44
2016,15,Washington St & Beacon St,PM,1,162,91
2016,15,Washington St & Beacon St,PM,2,35,33
2016,15,Washington St & Beacon St,PM,3,62,158
2016,15,Washington St & Beacon St,PM,4,32,86
2016,16,College Ave & Winter St,PM,1,20,306
2016,16,College Ave & Winter St,PM,2,23,153
2016,16,College Ave & Winter St,PM,3,2,21
2016,16,College Ave & Winter St,PM,4,4,16
2016,17,Community Path & Willow Ave,PM,1,4,26
2016,17,Community Path & Willow Ave,PM,2,68,48
2016,17,Community Path & Willow Ave,PM,3,44,114
2016,17,Community Path & Willow Ave,PM,4,14,76
2016,18,Cedar St & Summer St,PM,1,4,104
2016,18,Cedar St & Summer St,PM,2,13,18
2016,18,Cedar St & Summer St,PM,3,7,68
2016,18,Cedar St & Summer St,PM,4,11,24
2016,19,Washington St & Inner Belt Rd,PM,1,1,18
2016,19,Washington St & Inner Belt Rd,PM,2,7,16
2016,19,Washington St & Inner Belt Rd,PM,3,19,45
2016,19,Washington St & Inner Belt Rd,PM,4,26,51
2016,20,Highland Ave & Walnut St,PM,1,8,61
2016,20,Highland Ave & Walnut St,PM,2,11,54
2016,20,Highland Ave & Walnut St,PM,3,1,28
2016,20,Highland Ave & Walnut St,PM,4,24,43
2016,21,Rt. 28 Bridge & Shore Dr,PM,1,18,18
2016,21,Rt. 28 Bridge & Shore Dr,PM,2,6,14
2016,21,Rt. 28 Bridge & Shore Dr,PM,3,16,37
2016,21,Rt. 28 Bridge & Shore Dr,PM,4,15,30
2016,22,Powder House Blvd & North St,PM,1,3,29
2016,22,Powder House Blvd & North St,PM,2,2,39
2016,22,Powder House Blvd & North St,PM,3,11,50
2016,22,Powder House Blvd & North St,PM,4,18,49
2016,23,Medford St & South St,PM,1,12,15
2016,23,Medford St & South St,PM,2,3,5
2016,23,Medford St & South St,PM,3,22,39
2016,23,Medford St & South St,PM,4,129,100
2016,24,Joy St & Washington St,PM,1,38,58
2016,24,Joy St & Washington St,PM,2,58,83
2016,24,Joy St & Washington St,PM,3,1,7
2016,24,Joy St & Washington St,PM,4,3,5
2016,25,Highland Ave & Lowell St,PM,1,2,32
2016,25,Highland Ave & Lowell St,PM,2,9,67
2016,25,Highland Ave & Lowell St,PM,3,29,64
2016,25,Highland Ave & Lowell St,PM,4,14,65
2016,26,Broadway & Lombardi Way,PM,1,7,17
2016,26,Broadway & Lombardi Way,PM,2,7,10
2016,26,Broadway & Lombardi Way,PM,3,3,101
2016,26,Broadway & Lombardi Way,PM,4,8,243
2016,27,Broadway & Boston Ave,PM,1,20,78
2016,27,Broadway & Boston Ave,PM,2,8,34
2016,27,Broadway & Boston Ave,PM,3,6,12
2016,27,Broadway & Boston Ave,PM,4,12,12
2016,28,Broadway & Holland St,PM,1,36,52
2016,28,Broadway & Holland St,PM,2,84,168
2016,28,Broadway & Holland St,PM,3,12,40
2016,28,Broadway & Holland St,PM,4,8,56
2016,29,Broadway & Alewife Brook Pkwy,PM,1,12,12
2016,29,Broadway & Alewife Brook Pkwy,PM,2,10,11
2016,29,Broadway & Alewife Brook Pkwy,PM,3,5,26
2016,29,Broadway & Alewife Brook Pkwy,PM,4,14,42
2016,30,Dane St & Somerville Ave,PM,1,33,38
2016,30,Dane St & Somerville Ave,PM,2,159,66
2016,30,Dane St & Somerville Ave,PM,3,70,33
2016,30,Dane St & Somerville Ave,PM,4,22,21
2016,31,Foley St & Middlesex Ave,PM,1,2,21
2016,31,Foley St & Middlesex Ave,PM,2,1,35
2016,31,Foley St & Middlesex Ave,PM,3,2,90
2016,31,Foley St & Middlesex Ave,PM,4,1,35
2016,32,Summer St & School St,PM,1,6,32
2016,32,Summer St & School St,PM,2,14,22
2016,32,Summer St & School St,PM,3,21,26
2016,32,Summer St & School St,PM,4,4,2
2016,33,Temple St & Broadway,PM,1,8,108
2016,33,Temple St & Broadway,PM,2,12,144
2016,33,Temple St & Broadway,PM,3,8,56
2016,33,Temple St & Broadway,PM,4,8,78
2016,34,Cross St & Pearl St,PM,1,8,72
2016,34,Cross St & Pearl St,PM,2,8,53
2016,34,Cross St & Pearl St,PM,3,7,48
2016,34,Cross St & Pearl St,PM,4,3,31
2016,35,Mossland St & Somerville Ave,PM,1,26,38
2016,35,Mossland St & Somerville Ave,PM,2,20,80
2016,35,Mossland St & Somerville Ave,PM,3,229,186
2016,35,Mossland St & Somerville Ave,PM,4,91,278
2016,36,Boston Ave & Alewife Brook Pkwy,PM,1,8,26
2016,36,Boston Ave & Alewife Brook Pkwy,PM,2,9,17
2016,36,Boston Ave & Alewife Brook Pkwy,PM,3,14,23
2016,36,Boston Ave & Alewife Brook Pkwy,PM,4,4,37
2016,37,Community Path and Lowell St,PM,1,4,24
2016,37,Community Path and Lowell St,PM,2,10,22
2016,37,Community Path and Lowell St,PM,3,12,28
2016,37,Community Path and Lowell St,PM,4,18,56
2016,38,Park St and Somerville Ave,PM,1,227,70
2016,38,Park St and Somerville Ave,PM,2,77,95
2016,38,Park St and Somerville Ave,PM,3,28,29
2016,38,Park St and Somerville Ave,PM,4,108,32
2016,39,Somerville Ave and Medford St,PM,1,44,21
2016,39,Somerville Ave and Medford St,PM,2,10,18
2016,39,Somerville Ave and Medford St,PM,3,10,29
2016,39,Somerville Ave and Medford St,PM,4,78,42
